udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,failure_name
589,L47768,-1.1070593519207448,-0.3588334068058776,0.7546642694731029,-0.648724421102073,2.6517319847473857,0,No Failure
3132,L50311,-0.01881964145130391,-0.3018547881702473,0.9146786412719052,-0.715217795675016,-0.5879638515001888,0,No Failure
2208,L49387,-0.1055795939465295,-0.4696030591824158,0.5481577591460677,-0.23808932797901547,0.015055393207698465,0,No Failure
2383,L49562,-0.3097425315385302,-1.1570614694975134,0.602943093848241,-0.8480746535481313,0.15492952527077714,0,No Failure
6131,L53310,0.45703255293911804,0.5481577591460677,-0.24067139635615026,0.41563422629818186,0.09675252955038455,0,No Failure
4467,L51646,1.3494976421228684,0.31764959351109384,-0.26268576068373706,0.10179559909470504,1.5542696066845807,0,No Failure
5117,L52296,2.6117120822772177,5.19933758270342,-0.908974922317965,1.4215561053091323,0.401995024919857,0,No Failure
6584,M21443,0.6410017876338546,0.23808932797901547,0.0,-0.1714577311709981,1.3846282582878238,0,No Failure
1713,L48892,-0.7087518565195292,-1.4678604169994043,0.32161055351265844,-0.6059551370107433,-0.3979179193672613,0,No Failure
2863,L50042,0.22134370153416588,-0.3018547881702473,1.6353143289517171,-1.6844636845245369,3.205533865101894,0,No Failure
5059,L52238,2.053335604240414,1.9028734734462218,0.15492952527077714,0.2587919156837877,1.225942748902993,0,No Failure
5864,M20723,0.5969353414048746,0.7023154143045922,1.2982710982714525,-1.4532795741807998,-0.22134370153416588,0,No Failure
9241,M24100,-0.8249333882852443,-0.7833298589586443,-1.3219458408567006,0.9856104168672697,0.605955137010743,0,No Failure
9917,M24776,-0.5969353414048746,-0.7103655549160232,0.3375056737975598,-0.5134914249316125,-1.3189459369803573,0,No Failure
3643,L50822,1.0315087602176443,1.044408794872596,-1.9595359838375317,1.7715952478345618,-0.3508168892660524,0,No Failure
7143,H36556,0.07031374338320635,-0.19570017830120398,-0.40744159301214816,0.14477960565136005,0.3682152867198259,0,No Failure
62,M14921,-0.4640071225613518,-0.5909490574270496,0.5525368703489748,-0.1714577311709981,0.761352674464305,0,No Failure
7385,L54564,-0.1321130235613776,0.16891199278645583,0.6847629895935872,-0.3682152867198259,0.005018295886876199,0,No Failure
6687,L53866,0.7233425303259222,0.6256698215946752,1.1458093079984728,-1.4979965988053379,-1.3557611526861928,0,No Failure
6700,M21559,0.7233425303259222,0.4752137400618246,0.09549215155698779,0.05146002009662907,-0.7249732056113146,0,No Failure
2850,L50029,0.11567779147481853,-0.4142668635342554,1.33185285467458,-1.1424831327370568,1.6252743979297115,0,No Failure
8670,M23529,-1.1869806952989665,-0.7103655549160232,-0.2536062084064879,1.2475054798420075,0.5350828150863223,0,No Failure
1140,M15999,-1.6949226766682979,-1.4678604169994043,0.4376201502677814,-0.6611618742897375,0.39113737482256405,0,No Failure
5280,L52459,1.700222460128821,1.976943225725333,0.1346445798518419,-0.4183712879116543,0.30316809532887196,0,No Failure
2515,L49694,-0.401995024919857,-0.8735150946146939,2.0657593983785025,-2.0804829339499804,-1.0932722699878596,0,No Failure
4399,M19258,1.0315087602176443,0.0012545690351250104,0.3979179193672613,-0.208504800392331,-1.0103819916421055,0,No Failure
6145,M21004,0.49497095846643646,0.7023154143045922,0.6911210235519151,-0.21877306861158433,0.5510759931392373,0,No Failure
6481,L53660,0.2913668425391681,-0.09549215155698779,1.3781137589543457,-1.3189459369803573,0.49780907548583325,0,No Failure
1513,H30926,-0.8883093448377877,-0.7833298589586443,0.0,-0.3574957320533234,-1.934488838631409,0,No Failure
9709,L56888,-0.3494830060346985,0.0012545690351250104,0.9358520864464077,-1.0124743363652702,-0.208504800392331,0,No Failure
7401,M22260,-0.15873980759786757,0.31764959351109384,0.7782249060548562,-0.568685529724306,0.5235370133423165,0,No Failure
1762,L48941,-0.8249333882852443,-1.7861555612610769,1.8114574488804083,-1.8803524454038238,1.4496822521911643,0,No Failure
5478,L52657,1.2953625370248543,1.3813636807162484,1.3182908677402958,-1.327981604121872,1.0062105166453408,0,No Failure
8480,L55659,-0.5496162910697036,-0.19570017830120398,0.7463509261747354,-0.648724421102073,-0.09423192523971015,0,No Failure
636,L47815,-0.7087518565195292,-0.05397264705241303,1.6159454578478447,-1.5887709585727845,0.07282931620005585,0,No Failure
1963,L49142,-0.9979196589738004,-1.887753435404271,-1.0062105166453408,0.8771956463823605,0.015055393207698465,0,No Failure
400,L47579,-1.3041214037998639,-1.0640914200550036,-0.9979196589738004,0.9958576405013482,0.8373383608517686,0,No Failure
2893,L50072,0.2913668425391681,-0.24584036910272783,-1.6741857759106464,1.4827601839584168,-0.31369361093641385,0,No Failure
5907,L53086,0.2913668425391681,0.11188964024158515,0.1995381015268431,-0.4390012085038276,1.3371270124444137,0,No Failure
504,M15363,-1.1070593519207448,-0.4696030591824158,-0.5134914249316125,0.8284646485811346,-5.199337582605575,0,No Failure
712,L47891,-1.1869806952989665,-0.7833298589586443,-0.5020737907955009,0.6226211131134609,0.02509400752630838,0,No Failure
1506,L48685,-0.8883093448377877,-0.7833298589586443,0.740818560804675,-0.31369361093641385,1.7387310479091858,0,No Failure
8653,H38066,-1.4319708910352655,-1.1570614694975134,-0.3268997056244447,0.14477960565136005,0.005018295886876199,0,No Failure
8706,L55885,-1.5336120376100353,-0.8735150946146939,-0.551075993139237,1.2585076890467706,-0.9127741025865953,0,No Failure
8964,M23823,-1.5336120376100353,-1.4678604169994043,1.035789621854487,-0.945616266743319,-0.29267606076175356,0,No Failure
3990,L51169,0.945616266743319,0.8214123849032883,0.6089726877092596,-0.7039217888285133,0.1460475087974106,0,No Failure
5164,M20023,2.6117120822772177,2.5117912497307806,1.1400769252954,-1.6395387799723165,-0.6911210235519155,0,No Failure
7269,L54448,0.1650954314192633,0.31764959351109384,0.2678837675840495,-0.3682152867198259,-1.0315087602176447,0,No Failure
9580,L56759,-0.18292756400592136,0.3992762163940185,0.536531036867804,-0.6379234322697154,-1.934488838631409,0,No Failure
3199,M18058,-0.05522908732975686,-0.5278584320484618,-0.30842658191807143,0.5627963389464197,-1.5843543102241497,0,No Failure
3772,M18631,1.0315087602176443,0.6256698215946752,-1.0819397980292533,0.9958576405013482,1.1694006645176926,0,No Failure
9913,L57092,-0.5496162910697036,-0.6502735865864832,-1.7055704338395008,1.9028734734462218,-1.6793025561206267,0,No Failure
4381,L51560,0.810909895029389,-0.24584036910272783,-0.8302341575863221,0.920412273297687,2.3259724580726555,3,Unknown
5981,M20840,0.22134370153416588,0.3992762163940185,0.8827388667011026,-0.7884553079874755,0.9416998217386928,0,No Failure
5228,L52407,2.053335604240414,2.096520582427628,-0.529301094308674,0.10179559909470504,-1.5500849779020571,0,No Failure
7305,L54484,-0.01881964145130391,0.23808932797901547,-0.9795114633875127,0.4238548524557396,0.15492952527077714,0,No Failure
4027,M18886,0.8920383589928601,0.6256698215946752,0.46121460457058916,-0.5790394381393529,1.9681650597944014,0,No Failure
5424,L52603,1.2393518756048543,1.5215250573925467,0.8545084987134288,-0.8056920745819014,-0.6627237321480087,0,No Failure
1413,M16272,-0.4640071225613518,-0.09549215155698779,-0.7697613987560095,1.3432866315231822,1.225942748902993,0,No Failure
8772,L55951,-1.1869806952989665,-0.8735150946146939,0.22005820330050063,-0.09045213597816872,1.4496822521911643,0,No Failure
8611,L55790,-1.3041214037998639,-1.1570614694975134,0.3857258721466417,-0.16001041128444513,-5.199337582605575,0,No Failure
4654,M19513,1.4568958016032312,0.7023154143045922,0.5642667997585257,-0.4473052807811119,-1.5057470057123412,0,No Failure
7183,L54362,0.07031374338320635,0.11188964024158515,2.200868520761626,-2.209347925002562,-0.9958576405013482,0,No Failure
3257,L50436,0.49497095846643646,-0.14351193520725253,0.11315217624074865,-0.028859085604391908,0.7266058109575452,0,No Failure
1832,M16691,-0.9979196589738004,-2.0637751626565533,-1.8658520907135028,1.4354772341828732,0.9416998217386928,0,No Failure
9949,L57128,-0.7697613987560095,-1.5887709585727845,1.4532795741807993,-1.47526936144686,0.005018295886876199,0,No Failure
3885,H33298,1.179401750967482,0.9815403910462731,0.740818560804675,-0.39520352327432046,-0.7867445291708417,0,No Failure
4462,L51641,1.2953625370248543,0.23808932797901547,0.8302341575863221,-0.9033006222888622,1.2529876254001933,0,No Failure
2823,L50002,0.07031374338320635,-0.24584036910272783,0.5583922312531168,-0.18292756400592136,0.3789773215364033,0,No Failure
2927,L50106,0.2913668425391681,-0.19570017830120398,0.0351351513638127,1.2585076890467706,0.673702455413337,0,No Failure
9262,H38675,-0.7087518565195292,-0.5909490574270496,-0.26268576068373706,-0.15112149093066193,-1.6299924006834738,0,No Failure
2594,H32007,-0.401995024919857,-0.9734487290930867,-0.7697613987560095,1.4354772341828732,-1.8448108052715728,0,No Failure
8668,M23527,-1.1869806952989665,-0.7103655549160232,-0.3762827437846237,0.6135094449805308,0.46820270264667296,0,No Failure
8004,M22863,0.3601717239541596,1.3310177115031379,-2.4085503704175815,2.7617000417675728,0.6195781807120453,1,Unknown
7569,L54748,0.02509400752630838,0.6256698215946752,0.7463509261747354,-0.6180588649234722,0.46820270264667296,0,No Failure
3680,L50859,0.945616266743319,0.9815403910462731,1.1768904376238725,-0.5894557978497783,0.7748328448180757,0,No Failure
2072,M16931,-0.1321130235613776,-0.24584036910272783,-1.9105995981591772,1.994970970827795,1.042246741832409,0,No Failure
9639,H39052,-0.23679888988190287,0.16891199278645583,-0.9896968352818815,0.48506868059807196,0.6627237321480087,0,No Failure
7962,L55141,0.45703255293911804,1.4425433583574954,-2.5320631935886437,1.926403152963981,-0.5879638515001888,0,No Failure
7860,M22719,0.1650954314192633,1.2668604147849325,-1.2286069212987556,0.47380967366369614,-1.2640663695358172,0,No Failure
6627,L53806,0.6831778069051377,0.31764959351109384,0.6800125783688009,0.2587919156837877,-0.11188964024158543,0,No Failure
8040,L55219,0.3601717239541596,1.2668604147849325,0.38032564176363115,-0.8056920745819014,-1.23396159022193,0,No Failure
1018,L48197,-2.1440106677777533,-2.1440106677777533,0.800496097974559,-0.8266977298382984,-1.0932722699878596,0,No Failure
2861,H32274,0.22134370153416588,-0.3588334068058776,-0.30842658191807143,0.9436562349515141,2.926403264017284,3,Unknown
6717,L53896,0.5569266030950195,0.31764959351109384,-1.0509244426943407,1.387907659560497,-0.1485840216958501,0,No Failure
2817,L49996,-0.01881964145130391,-0.3588334068058776,-0.5879638515001888,0.741387603841135,0.23550884598922833,0,No Failure
7253,H36666,0.02509400752630838,0.16891199278645583,-0.016310116285324295,0.2939857808389507,1.817967704173569,0,No Failure
1948,L49127,-0.7697613987560095,-1.3189459369803573,-0.3163303832842014,1.0187781350329868,-0.43072729929545744,0,No Failure
8280,L55459,-0.4640071225613518,0.31764959351109384,1.4461035929181751,-1.4532795741807998,1.6949226766682983,0,No Failure
4438,L51617,1.1117020775386441,0.06276962995222422,0.482248214837923,-0.8625437144150381,0.3682152867198259,0,No Failure
5959,L53138,0.22134370153416588,0.4752137400618246,0.1995381015268431,-0.13971029888186212,0.11062728256906962,0,No Failure
7684,L54863,0.2913668425391681,1.116368890290762,0.1435119352072524,0.3534865321372101,2.2899878321264273,0,No Failure
454,L47633,-1.3041214037998639,-0.7833298589586443,0.058998939306142924,-0.3682152867198259,-0.1689119927864557,0,No Failure
8731,H38144,-1.4319708910352655,-0.7833298589586443,0.4376201502677814,-0.5954367721535957,-0.15746946013461435,0,No Failure
1593,L48772,-0.8249333882852443,-1.0640914200550036,0.5525368703489748,-0.1714577311709981,1.786155561261078,0,No Failure
1775,M16634,-0.5969353414048746,-1.387907659560497,0.11315217624074865,-0.25619820084759365,-1.053106263987631,0,No Failure
7803,L54982,-0.08163755681937157,0.8214123849032883,-0.6394618524871729,1.8245559358037484,-0.05397264705241303,0,No Failure
3061,L50240,-0.05522908732975686,-0.5278584320484618,1.677296493478333,-1.5976984220914237,-0.26658359262632736,0,No Failure
8766,L55945,-1.3041214037998639,-0.7103655549160232,-1.401176963756683,0.963422906816882,1.0819397980292533,0,No Failure
5810,H35223,0.5569266030950195,0.6256698215946752,0.49072123739941237,-0.3255765657843935,1.0062105166453408,0,No Failure
9014,H38427,-1.5336120376100353,-1.387907659560497,-0.5745945104459379,0.30579628164909695,1.4496822521911643,0,No Failure
9658,L56837,-0.3494830060346985,-0.05397264705241303,-0.15746946013461435,-0.028859085604391908,1.817967704173569,0,No Failure
8301,L55480,-0.5120605851503511,0.0012545690351250104,0.36553147697296934,-0.22906445623598432,-0.7867445291708417,0,No Failure
3127,L50306,-0.05522908732975686,-0.3588334068058776,-0.0351351513638127,-0.43072729929545744,-0.7613526744643049,0,No Failure
4958,M19817,1.918441485013229,1.7164151476324765,1.341741951314918,-1.5887709585727845,0.49780907548583325,0,No Failure
9445,L56624,-0.8249333882852443,-0.6502735865864832,2.16095219334247,-2.3259724580726555,-0.34016306172557254,0,No Failure
8861,M23720,-0.9495472701112365,-0.5278584320484618,-0.12199509496959789,-0.25619820084759365,-1.0315087602176447,0,No Failure
1175,M16034,-1.6205922981199683,-1.3189459369803573,-1.4146976723207718,0.4334819661117883,-5.199337582605575,0,No Failure
6602,M21461,0.6410017876338546,0.3992762163940185,-1.4827601839584168,0.8091681743595581,-1.053106263987631,0,No Failure
7343,M22202,-0.1321130235613776,0.11188964024158515,0.9166106995742554,-0.5481577591460677,-1.8448108052715728,0,No Failure
5056,H34469,1.918441485013229,1.9028734734462218,-1.1424831327370568,0.5539989277153303,1.0062105166453408,0,No Failure
654,L47833,-0.9979196589738004,-0.4142668635342554,1.980464738915112,-1.9270530940460586,0.648724421102073,0,No Failure
6264,M21123,0.45703255293911804,0.31764959351109384,1.084195157559207,-1.2420605724635014,-1.4715547920810814,0,No Failure
6775,H36188,0.5206614945725153,0.3992762163940185,1.2610966932472158,-1.2420605724635014,-0.9377977680303102,0,No Failure
9787,M24646,-0.5120605851503511,-0.24584036910272783,1.2206403488473496,-1.2420605724635014,-0.3268997056244447,0,No Failure
462,L47641,-1.3041214037998639,-0.7833298589586443,-0.9014156427236061,0.027604016757951728,0.07282931620005585,0,No Failure
9292,L56471,-0.7697613987560095,-0.5909490574270496,-1.401176963756683,1.7861555612610764,-0.208504800392331,0,No Failure
9688,M24547,-0.3097425315385302,0.0012545690351250104,0.8653901841612655,-0.8266977298382984,-0.8409063506463136,0,No Failure
5388,L52567,1.3494976421228684,1.4425433583574954,-0.5999365109266499,1.0315087602176443,2.023292079235193,0,No Failure
5492,M20351,1.2953625370248543,1.4425433583574954,-1.4461035929181751,1.8594137398613557,-2.1968938521927237,0,No Failure
9965,L57144,-0.7087518565195292,-1.4678604169994043,1.33185285467458,-1.327981604121872,0.4403831045648587,0,No Failure
6671,L53850,0.6410017876338546,0.31764959351109384,1.927102208934256,-1.9028734734462227,1.7387310479091858,0,No Failure
9746,L56925,-0.4640071225613518,-0.05397264705241303,0.6658523100249352,-0.744694447710125,0.9896968352818815,0,No Failure
6379,L53558,-0.05522908732975686,-0.24584036910272783,0.08541441701016925,0.4598196945115759,-0.10305676609118128,0,No Failure
7676,L54855,0.1650954314192633,1.044408794872596,-0.4542489571584842,0.536531036867804,1.5175450472144192,0,No Failure
138,L47317,-0.5120605851503511,-0.8735150946146939,-2.0965205824276283,1.591733970152276,0.482248214837923,0,No Failure
9010,L56189,-1.4319708910352655,-1.4678604169994043,0.48648036042064524,-0.5554621702769806,1.1946284406765848,0,No Failure
576,M15435,-0.9495472701112365,-0.09549215155698779,-0.8302341575863221,1.5955592719970393,1.0819397980292533,0,No Failure
3714,L50893,1.0315087602176443,0.9815403910462731,0.4115721987063738,-0.4390012085038276,-0.8409063506463136,0,No Failure
2874,H32287,0.22134370153416588,-0.3588334068058776,0.3468171012040459,-0.19825846997989816,-1.1570614694975132,0,No Failure
5404,L52583,1.2953625370248543,1.5215250573925467,1.6159454578478447,-1.4532795741807998,-2.1968938521927237,0,No Failure
8036,L55215,0.2913668425391681,1.116368890290762,1.7375508567086375,-1.9644730177729102,-1.5057470057123412,0,No Failure
7708,H37121,0.1650954314192633,0.8976552584244694,0.9979196589738004,-1.2180019723677067,-0.5627963389464197,0,No Failure
2955,H32368,0.22134370153416588,-0.3588334068058776,1.048747612726431,-1.1619759226681268,-0.9261763243026125,0,No Failure
1295,L48474,-0.4640071225613518,-0.09549215155698779,-0.14224449534329844,0.038901439393747704,0.21877306861158433,0,No Failure
4861,M19720,1.700222460128821,1.6022103183576315,0.007527483323829474,0.9774865599420667,0.015055393207698465,0,No Failure
2066,L49245,-0.1321130235613776,-0.24584036910272783,-0.7233425303259227,0.5063476573610789,0.7748328448180757,0,No Failure
7057,M21916,0.3601717239541596,0.23808932797901547,-0.8409063506463136,1.0887225007402812,0.39113737482256405,0,No Failure
861,H30274,-2.2899878321264264,-2.2989245636899027,0.2536062084064879,-0.7266058109575452,-0.9754656565083215,0,No Failure
3151,L50330,0.11567779147481853,-0.14351193520725253,0.08037886482297532,-0.6959079368789584,0.11062728256906962,0,No Failure
5601,L52780,1.3494976421228684,1.3813636807162484,-0.13464457985184158,-0.3255765657843935,-0.26658359262632736,0,No Failure
